Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
Subaru,B9 Tribeca,2006,premium unleaded (required),250.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,21,16,640,33895
Suzuki,Aerio,2005,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,28,22,481,14349
Lincoln,MKT,2016,regular unleaded,303.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Large,Wagon,24,16,61,43370
Infiniti,G Sedan,2012,premium unleaded (recommended),218.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,29,20,190,33100
Pontiac,Montana,2004,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,24,17,210,25885
Chevrolet,Malibu,2015,regular unleaded,196.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,36,25,1385,28195
Chrysler,Crossfire,2007,premium unleaded (required),215.0,6.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Convertible,23,15,1013,34595
Kia,Borrego,2009,regular unleaded,337.0,8.0,AUTOMATIC,four wheel drive,4.0,,Midsize,4dr SUV,20,15,1720,32995
Volkswagen,Routan,2011,regular unleaded,283.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,25,17,873,26930
Dodge,Ramcharger,1992,regular unleaded,230.0,8.0,MANUAL,four wheel drive,2.0,,Midsize,2dr SUV,14,11,1851,2000
GMC,Terrain,2017,regular unleaded,182.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,31,21,549,24070
Chevrolet,Tahoe Hybrid,2013,regular unleaded,332.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Hybrid",Large,4dr SUV,23,20,1385,53620
Audi,A6,2015,premium unleaded (recommended),220.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,29,20,3105,50450
Chevrolet,C/K 1500 Series,1998,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,,Large,Regular Cab Pickup,21,16,1385,2817
GMC,Acadia,2016,regular unleaded,281.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,22,15,549,38755
Pontiac,Montana,2004,regular unleaded,185.0,6.0,AUTOMATIC,all wheel drive,4.0,,Midsize,Passenger Minivan,22,16,210,31035
Volkswagen,Passat,2015,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Diesel,Midsize,Sedan,42,30,873,29125
Kia,Soul EV,2016,electric,,0.0,DIRECT_DRIVE,front wheel drive,4.0,,Compact,Wagon,92,120,1720,35950
Infiniti,G37 Sedan,2010,premium unleaded (recommended),328.0,6.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,25,18,190,43550
Volkswagen,Cabrio,2000,regular unleaded,115.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Convertible,28,21,873,2473
GMC,Terrain,2015,regular unleaded,182.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,29,20,549,37240
Ford,E-150,1997,regular unleaded,200.0,6.0,AUTOMATIC,rear wheel drive,3.0,,Midsize,Passenger Van,17,12,5657,2000
Chevrolet,Metro,1999,regular unleaded,79.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,39,33,1385,2000
Suzuki,Kizashi,2012,regular unleaded,180.0,4.0,AUTOMATIC,all wheel drive,4.0,,Midsize,Sedan,30,23,481,22349
Volvo,XC60,2015,regular unleaded,300.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,4dr SUV,24,17,870,45550
Mazda,3,2016,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,40,30,586,24295
Volvo,940,1995,regular unleaded,162.0,4.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,22,17,870,2000
Volkswagen,Jetta,2015,regular unleaded,115.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,34,23,873,18425
Chevrolet,C/K 1500 Series,1997,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,,Large,Extended Cab Pickup,20,15,1385,2637
Oldsmobile,Silhouette,2004,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,24,17,26,28465
Toyota,Previa,1997,regular unleaded,161.0,4.0,AUTOMATIC,all wheel drive,3.0,,Compact,Passenger Minivan,19,15,2031,2388
Suzuki,Equator,2011,regular unleaded,261.0,6.0,AUTOMATIC,four wheel drive,4.0,,Compact,Crew Cab Pickup,19,14,481,29150
Toyota,Sienna,2017,regular unleaded,296.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Passenger Minivan,27,19,2031,27645
Chevrolet,Trax,2017,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,33,25,1385,21000
FIAT,500X,2016,premium unleaded (recommended),160.0,4.0,MANUAL,front wheel drive,4.0,Crossover,Compact,4dr SUV,34,25,819,20000
Buick,Envision,2017,premium unleaded (recommended),252.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,26,20,155,42320
Ford,LTD Crown Victoria,1991,regular unleaded,150.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,Sedan,22,15,5657,2000
Dodge,Caravan,2005,regular unleaded,150.0,4.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Passenger Minivan,24,17,1851,18380
Chrysler,LHS,2001,premium unleaded (required),253.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Large,Sedan,24,16,1013,28680
Subaru,Forester,2015,premium unleaded (required),250.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,28,23,640,33095
Infiniti,M35,2010,premium unleaded (recommended),303.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,22,16,190,47950
Volkswagen,Beetle,2015,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,31,23,873,25450
Volkswagen,Golf GTI,2015,premium unleaded (recommended),220.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,33,25,873,27380
BMW,7 Series,2017,premium unleaded (required),320.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,28,19,3916,84500
Pontiac,Firebird,2002,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,"Hatchback,Performance",Midsize,2dr Hatchback,29,17,210,20050
Nissan,Versa Note,2017,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,39,31,2009,18710
Cadillac,CTS,2015,premium unleaded (recommended),272.0,4.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,30,20,1624,51270
Ford,F-150,2016,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,rear wheel drive,4.0,Flex Fuel,Large,Crew Cab Pickup,22,15,5657,52515
Mazda,3,2015,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,41,30,586,19495
Volkswagen,Jetta GLI,2013,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,32,24,873,29525
Dodge,Ram 50 Pickup,1992,regular unleaded,116.0,4.0,MANUAL,four wheel drive,2.0,,Compact,Regular Cab Pickup,20,17,1851,2000
Ford,Transit Wagon,2017,flex-fuel (unleaded/E85),275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Midsize,Passenger Van,19,14,5657,35660
Toyota,Venza,2014,regular unleaded,268.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Performance",Midsize,Wagon,26,19,2031,29770
Buick,Enclave,2016,regular unleaded,288.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,22,15,155,47515
Volkswagen,Phaeton,2006,premium unleaded (required),335.0,8.0,AUTOMATIC,all wheel drive,4.0,Luxury,Large,Sedan,21,14,873,74350
Dodge,Ram Cargo,2001,regular unleaded,225.0,8.0,AUTOMATIC,rear wheel drive,3.0,,Large,Cargo Van,17,12,1851,22305
Cadillac,ATS,2016,premium unleaded (recommended),272.0,4.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,30,22,1624,47210
Acura,MDX,2016,premium unleaded (recommended),290.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,26,19,204,57230
Audi,A7,2015,diesel,240.0,6.0,AUTOMATIC,all wheel drive,4.0,"Diesel,Luxury",Large,Sedan,38,24,3105,72150
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,33,23,873,26825
Ford,Mustang,2016,premium unleaded (recommended),435.0,8.0,MANUAL,rear wheel drive,2.0,Performance,Midsize,Coupe,25,15,5657,32395
Acura,MDX,2015,premium unleaded (recommended),290.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,27,18,204,50840
Ford,Expedition,2016,regular unleaded,365.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Large,4dr SUV,22,16,5657,41135
Scion,FR-S,2014,premium unleaded (required),200.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,30,22,105,27400
Nissan,Frontier,2015,regular unleaded,261.0,6.0,AUTOMATIC,four wheel drive,4.0,,Compact,Crew Cab Pickup,21,15,2009,35260
Chevrolet,Lumina,1999,regular unleaded,160.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,26,17,1385,2000
Chevrolet,Cobalt,2009,regular unleaded,155.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,35,25,1385,15660
Kia,Optima,2014,regular unleaded,199.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Midsize,Sedan,39,35,1720,31995
Toyota,Tacoma,2016,regular unleaded,159.0,4.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Crew Cab Pickup,23,19,2031,26635
Chevrolet,SSR,2006,regular unleaded,395.0,8.0,AUTOMATIC,rear wheel drive,2.0,High-Performance,Compact,Regular Cab Pickup,18,14,1385,39240
Infiniti,QX56,2011,premium unleaded (recommended),400.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Large,4dr SUV,20,14,190,61800
GMC,Sierra 1500,2017,regular unleaded,355.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,Crew Cab Pickup,22,16,549,52155
Lincoln,Mark VIII,1996,regular unleaded,280.0,8.0,AUTOMATIC,rear wheel drive,2.0,Luxury,Large,Coupe,24,16,61,2000
Audi,RS 5,2015,premium unleaded (required),450.0,8.0,AUTOMATED_MANUAL,all wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,23,16,3105,70900
Audi,Q5,2015,premium unleaded (required),245.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Hybrid",Midsize,4dr SUV,30,24,3105,51900
Volkswagen,CC,2017,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,31,22,873,37820
Saab,9-3,2009,premium unleaded (recommended),280.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Compact,Wagon,24,15,376,44885
Ford,Shelby GT350,2016,premium unleaded (recommended),526.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Midsize,Coupe,21,14,5657,47795
GMC,S-15 Jimmy,1991,regular unleaded,150.0,6.0,MANUAL,rear wheel drive,4.0,,Midsize,4dr SUV,22,15,549,2000
Chevrolet,S-10 Blazer,1992,regular unleaded,160.0,6.0,MANUAL,four wheel drive,2.0,,Compact,2dr SUV,20,15,1385,2000
BMW,6 Series,2015,premium unleaded (required),315.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,32,21,3916,76100
Land Rover,Range Rover,2016,diesel,254.0,6.0,AUTOMATIC,four wheel drive,4.0,"Diesel,Luxury",Large,4dr SUV,29,22,258,93450
Lexus,RX 400h,2008,premium unleaded (required),268.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury,Hybrid",Midsize,4dr SUV,24,27,454,42080
Toyota,Camry Solara,2007,regular unleaded,155.0,4.0,MANUAL,front wheel drive,2.0,,Midsize,Coupe,31,21,2031,22200
Saab,9-3,2011,premium unleaded (recommended),210.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,28,19,376,35340
Honda,Ridgeline,2017,regular unleaded,280.0,6.0,AUTOMATIC,all wheel drive,4.0,,Large,Crew Cab Pickup,25,18,2202,42870
Volkswagen,New Beetle,2009,regular unleaded,150.0,5.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,29,20,873,19390
Audi,A3,2016,premium unleaded (recommended),220.0,4.0,AUTOMATED_MANUAL,all wheel drive,2.0,Luxury,Compact,Convertible,32,23,3105,48450
Kia,Sorento,2017,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,28,21,1720,26700
Oldsmobile,Achieva,1997,regular unleaded,150.0,4.0,UNKNOWN,front wheel drive,2.0,,Midsize,Coupe,29,19,26,2000
Toyota,Camry Solara,2007,regular unleaded,210.0,6.0,AUTOMATIC,front wheel drive,2.0,,Midsize,Coupe,27,18,2031,24530
Nissan,Frontier,2017,regular unleaded,261.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Crew Cab Pickup,23,16,2009,32510
Audi,R8,2015,premium unleaded (required),430.0,8.0,AUTOMATED_MANUAL,all wheel drive,2.0,"Luxury,High-Performance",Compact,Convertible,23,14,3105,138400
Mazda,Protege5,2003,regular unleaded,130.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Wagon,28,22,586,16895
Mazda,RX-8,2011,premium unleaded (required),232.0,,MANUAL,rear wheel drive,4.0,Performance,Compact,Coupe,22,16,586,26795
Acura,TLX,2017,premium unleaded (recommended),290.0,6.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,31,21,204,41600
Mitsubishi,Raider,2008,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Crew Cab Pickup,20,15,436,25650
Volvo,XC60,2015,regular unleaded,250.0,5.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,25,18,870,37900
Chrysler,300,2017,regular unleaded,300.0,6.0,AUTOMATIC,rear wheel drive,4.0,Performance,Large,Sedan,30,19,1013,36170
Toyota,Sienna,2015,regular unleaded,266.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Passenger Minivan,25,18,2031,35000
Aston Martin,Rapide,2012,premium unleaded (required),470.0,12.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,High-Performance",Large,Sedan,19,13,259,207895
Porsche,911,2015,premium unleaded (required),560.0,6.0,AUTOMATED_MANUAL,all wheel drive,2.0,"Luxury,High-Performance",Compact,Convertible,24,17,1715,194600
Volkswagen,Golf GTI,2016,premium unleaded (recommended),220.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,34,25,873,29520
Subaru,SVX,1995,regular unleaded,230.0,6.0,AUTOMATIC,front wheel drive,2.0,Performance,Compact,Coupe,23,15,640,2000
Acura,RL,2010,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,22,16,204,50450
Acura,Integra,1999,regular unleaded,170.0,4.0,MANUAL,front wheel drive,4.0,"Luxury,Performance",Compact,Sedan,28,22,204,3381
Cadillac,CTS,2016,regular unleaded,335.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,30,20,1624,53285
Scion,xB,2014,regular unleaded,158.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Wagon,28,22,105,16970
Cadillac,ATS Coupe,2016,premium unleaded (recommended),272.0,4.0,AUTOMATIC,all wheel drive,2.0,"Luxury,Performance",Compact,Coupe,30,22,1624,40445
Dodge,Magnum,2008,regular unleaded,250.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Large,Wagon,24,17,1851,27225
Mazda,3,2017,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,37,27,586,19095
Dodge,RAM 250,1992,regular unleaded,230.0,8.0,MANUAL,rear wheel drive,2.0,,Large,Extended Cab Pickup,16,11,1851,2000
Acura,ILX,2017,premium unleaded (recommended),201.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Luxury,Compact,Sedan,35,25,204,31980
Acura,RSX,2006,regular unleaded,155.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Luxury",Compact,2dr Hatchback,31,24,204,20325
Dodge,RAM 150,1992,regular unleaded,230.0,8.0,MANUAL,rear wheel drive,2.0,,Large,Extended Cab Pickup,16,11,1851,2000
Kia,Forte,2015,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,36,25,1720,19390
Mercedes-Benz,GLE-Class,2016,diesel,201.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,4dr SUV,29,22,617,52500
Chevrolet,Spark EV,2015,electric,140.0,0.0,DIRECT_DRIVE,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,109,128,1385,25560
Ford,F-150,2015,regular unleaded,325.0,6.0,AUTOMATIC,rear wheel drive,4.0,Flex Fuel,Large,Extended Cab Pickup,26,19,5657,39610
Suzuki,XL7,2007,regular unleaded,252.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,22,16,481,24349
Chrysler,TC,1990,regular unleaded,141.0,6.0,AUTOMATIC,front wheel drive,2.0,Luxury,Compact,Convertible,22,15,1013,2000
Suzuki,Grand Vitara,2011,regular unleaded,166.0,4.0,MANUAL,rear wheel drive,4.0,Crossover,Compact,4dr SUV,26,19,481,19299
BMW,4 Series,2015,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,2.0,Luxury,Midsize,Coupe,33,22,3916,42750
Lexus,RX 450h,2017,premium unleaded (recommended),308.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Hybrid",Midsize,4dr SUV,28,31,454,53035
Ford,Flex,2017,premium unleaded (recommended),365.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Large,Wagon,21,15,5657,43030
Honda,CR-Z,2014,regular unleaded,130.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Hybrid",Compact,2dr Hatchback,38,31,2202,23340
Nissan,Armada,2014,regular unleaded,317.0,8.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Large,4dr SUV,18,12,2009,52860
Kia,Forte,2017,regular unleaded,147.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,34,25,1720,16490
Mazda,MPV,2006,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,,Compact,Passenger Minivan,23,16,586,28515
Subaru,Impreza WRX,2013,premium unleaded (required),265.0,4.0,MANUAL,all wheel drive,4.0,Performance,Compact,Sedan,25,19,640,25795
Volkswagen,GLI,2012,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,32,24,873,26895
Mitsubishi,Eclipse,2012,regular unleaded,162.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,28,20,436,19499
Chevrolet,Suburban,2017,flex-fuel (unleaded/E85),355.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Flex Fuel,Performance",Large,4dr SUV,23,16,1385,55045
Nissan,Versa,2016,regular unleaded,109.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,36,27,2009,11990
Mazda,B-Series Pickup,2000,flex-fuel (unleaded/E85),143.0,6.0,MANUAL,rear wheel drive,2.0,Flex Fuel,Compact,Regular Cab Pickup,21,16,586,2413
Chrysler,LHS,1999,regular unleaded,253.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Large,Sedan,24,16,1013,2000
Dodge,Magnum,2007,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Large,Wagon,26,18,1851,23370
Mazda,6,2017,regular unleaded,184.0,4.0,MANUAL,front wheel drive,4.0,,Midsize,Sedan,34,24,586,24195
Volkswagen,GTI,2013,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,33,24,873,29295
Suzuki,Reno,2007,regular unleaded,127.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,28,19,481,15199
Infiniti,M45,2008,premium unleaded (required),325.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,21,16,190,50250
Nissan,Cube,2013,regular unleaded,122.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,31,27,2009,18860
Land Rover,Range Rover Sport,2015,flex-fuel (premium unleaded required/E85),510.0,8.0,AUTOMATIC,four wheel drive,4.0,"Flex Fuel,Luxury,High-Performance",Midsize,4dr SUV,19,14,258,79995
Mazda,Tribute,2009,regular unleaded,240.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,24,17,586,25950
Chevrolet,Malibu,2016,regular unleaded,182.0,4.0,DIRECT_DRIVE,front wheel drive,4.0,Hybrid,Midsize,Sedan,46,47,1385,27770
Volkswagen,Jetta SportWagen,2014,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,30,23,873,22095
Acura,RDX,2016,premium unleaded (recommended),279.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,28,19,204,36870
Cadillac,CTS Wagon,2013,regular unleaded,318.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Wagon,26,18,1624,44190
Ford,F-250,1997,regular unleaded,220.0,8.0,MANUAL,four wheel drive,2.0,,Large,Regular Cab Pickup,17,12,5657,2862
Toyota,Tacoma,2017,regular unleaded,278.0,6.0,AUTOMATIC,four wheel drive,4.0,,Compact,Crew Cab Pickup,23,18,2031,34705
Nissan,370Z,2017,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,High-Performance,Compact,Convertible,25,18,2009,46570
Chrysler,Town and Country,2015,flex-fuel (unleaded/E85),283.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Passenger Minivan,25,17,1013,31465
Mercedes-Benz,CLA-Class,2015,premium unleaded (required),208.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,38,26,617,31500
Chrysler,300,2017,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,,Large,Sedan,27,18,1013,41135
Lexus,ES 300h,2017,regular unleaded,200.0,4.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Hybrid",Midsize,Sedan,39,40,454,41820
Hyundai,Sonata,2017,regular unleaded,245.0,4.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,31,22,1439,26600
Volkswagen,GTI,2012,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,31,21,873,23995
Nissan,Cube,2012,regular unleaded,122.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,31,27,2009,18680
GMC,Sierra 1500 Classic,2007,flex-fuel (unleaded/E85),295.0,8.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Large,Crew Cab Pickup,17,13,549,33755
Saab,9-3 Griffin,2012,flex-fuel (premium unleaded recommended/E85),220.0,4.0,MANUAL,front wheel drive,4.0,"Flex Fuel,Luxury",Compact,Wagon,33,20,376,29830
Hyundai,Tucson,2017,regular unleaded,175.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Crossover,Compact,4dr SUV,30,25,1439,25550
Ford,F-250,1999,regular unleaded,220.0,8.0,MANUAL,rear wheel drive,2.0,,Large,Regular Cab Pickup,17,13,5657,2923
Chevrolet,Impala,2016,flex-fuel (unleaded/E85),305.0,6.0,AUTOMATIC,front wheel drive,4.0,"Flex Fuel,Performance",Large,Sedan,29,19,1385,30435
Honda,Pilot,2016,regular unleaded,280.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,27,19,2202,36055
Mazda,Truck,2003,regular unleaded,147.0,6.0,MANUAL,rear wheel drive,2.0,,Compact,Regular Cab Pickup,21,17,586,16975
Nissan,Versa,2015,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,40,31,2009,15530
Mercedes-Benz,R-Class,2012,diesel,210.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Large,Wagon,23,18,617,53840
Cadillac,ATS,2015,flex-fuel (unleaded/E85),321.0,6.0,AUTOMATIC,all wheel drive,4.0,"Flex Fuel,Luxury,High-Performance",Compact,Sedan,26,18,1624,48715
Volvo,S70,2000,regular unleaded,236.0,5.0,MANUAL,front wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,25,18,870,2608
Volkswagen,Rabbit,2007,regular unleaded,150.0,5.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,28,19,873,16065
Honda,Civic,2016,regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,41,31,2202,19440
Buick,LaCrosse,2017,regular unleaded,310.0,6.0,AUTOMATIC,all wheel drive,4.0,Performance,Large,Sedan,29,20,155,43265
Land Rover,Discovery,2003,premium unleaded (required),217.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,14,11,258,38350
Toyota,Highlander,2015,regular unleaded,270.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,24,18,2031,32530
