make,model,year,engine_fuel_type,engine_hp,engine_cylinders,transmission_type,driven_wheels,number_of_doors,market_category,vehicle_size,vehicle_style,highway_mpg,city_mpg,popularity
8148,dodge,ram_pickup_1500,2008,regular_unleaded,310.0,6,manual,rear_wheel_drive,2,flex_fuel,large,regular_cab_pickup,17,13,1851
5321,mercedes-benz,gle-class,2017,premium_unleaded_(required),550.0,6,automatic,all_wheel_drive,2,"crossover,factory_tuner,luxury,high-performance",midsize,4dr_suv,17,13,617
9260,gmc,sierra_1500_classic,2007,regular_unleaded,285.0,6,automatic,rear_wheel_drive,2,flex_fuel,large,regular_cab_pickup,19,15,549
9151,dodge,shadow,1992,regular_unleaded,152.0,6,manual,front_wheel_drive,2,performance,compact,convertible,24,18,1851
9455,chevrolet,silverado_1500_classic,2007,flex-fuel_(unleaded/e85),295.0,6,automatic,four_wheel_drive,2,flex_fuel,large,extended_cab_pickup,17,13,1385
564,fiat,500,2017,premium_unleaded_(recommended),160.0,6,manual,front_wheel_drive,2,"hatchback,factory_tuner,performance",compact,2dr_hatchback,33,28,819
5459,volkswagen,golf,2016,regular_unleaded,170.0,6,automatic,front_wheel_drive,2,hatchback,compact,2dr_hatchback,36,25,873
10325,ford,tempo,1993,regular_unleaded,96.0,6,manual,front_wheel_drive,2,,compact,sedan,30,21,5657
7187,plymouth,neon,2000,regular_unleaded,132.0,6,manual,front_wheel_drive,2,,compact,sedan,31,24,535
1506,cadillac,ats_coupe,2016,premium_unleaded_(recommended),272.0,6,automatic,rear_wheel_drive,2,"luxury,performance",compact,coupe,31,22,1624
958,porsche,911,2016,premium_unleaded_(required),400.0,6,manual,all_wheel_drive,2,"luxury,high-performance",compact,convertible,26,18,1715
1436,nissan,armada,2014,regular_unleaded,317.0,6,automatic,four_wheel_drive,2,flex_fuel,large,4dr_suv,18,12,2009
8098,dodge,ram_250,1992,regular_unleaded,180.0,6,manual,rear_wheel_drive,2,,large,regular_cab_pickup,17,13,1851
8906,volvo,s60,2016,regular_unleaded,240.0,6,automatic,front_wheel_drive,2,"luxury,performance",midsize,sedan,37,25,870
2874,bentley,continental_gt,2016,premium_unleaded_(required),582.0,6,automatic,all_wheel_drive,2,"exotic,luxury,high-performance",midsize,convertible,20,12,520
4184,ford,escape_hybrid,2010,regular_unleaded,177.0,6,automatic,all_wheel_drive,2,"crossover,hybrid",compact,4dr_suv,27,30,5657
4837,subaru,forester,2015,regular_unleaded,170.0,6,automatic,all_wheel_drive,2,crossover,midsize,4dr_suv,32,24,640
1683,mazda,b-series_pickup,1998,regular_unleaded,119.0,6,manual,rear_wheel_drive,2,,compact,regular_cab_pickup,24,19,586
6726,toyota,matrix,2013,regular_unleaded,132.0,6,manual,front_wheel_drive,2,hatchback,compact,4dr_hatchback,32,26,2031
4585,ford,f-150,2017,flex-fuel_(unleaded/e85),282.0,6,automatic,rear_wheel_drive,2,flex_fuel,large,regular_cab_pickup,25,18,5657
11212,aston_martin,vanquish,2016,premium_unleaded_(required),568.0,6,automatic,rear_wheel_drive,2,"exotic,high-performance",midsize,coupe,21,13,259
9617,chevrolet,silverado_1500,2017,flex-fuel_(unleaded/e85),285.0,6,automatic,rear_wheel_drive,2,flex_fuel,large,regular_cab_pickup,24,18,1385
10777,chevrolet,trax,2016,regular_unleaded,138.0,6,automatic,front_wheel_drive,2,crossover,compact,4dr_suv,34,26,1385
11189,volkswagen,vanagon,1991,regular_unleaded,90.0,6,manual,rear_wheel_drive,2,,large,passenger_minivan,18,16,873
4030,volkswagen,eos,2015,premium_unleaded_(recommended),200.0,6,automated_manual,front_wheel_drive,2,,compact,convertible,30,22,873
9380,gmc,sierra_1500,2017,flex-fuel_(unleaded/e85),285.0,6,automatic,four_wheel_drive,2,flex_fuel,large,regular_cab_pickup,22,17,549
1169,gmc,acadia,2017,regular_unleaded,310.0,6,automatic,all_wheel_drive,2,crossover,midsize,4dr_suv,25,18,549
6866,lincoln,mks,2015,regular_unleaded,305.0,6,automatic,front_wheel_drive,2,"luxury,performance",large,sedan,28,19,61
4964,nissan,frontier,2015,regular_unleaded,261.0,6,automatic,rear_wheel_drive,2,,compact,extended_cab_pickup,22,16,2009
11263,chevrolet,venture,2004,regular_unleaded,185.0,6,automatic,front_wheel_drive,2,,midsize,passenger_minivan,24,17,1385
10270,chevrolet,tahoe,2017,flex-fuel_(unleaded/e85),355.0,6,automatic,rear_wheel_drive,2,"flex_fuel,performance",large,4dr_suv,23,16,1385
9345,gmc,sierra_1500,2016,flex-fuel_(unleaded/e85),285.0,6,automatic,rear_wheel_drive,2,flex_fuel,large,crew_cab_pickup,24,18,549
1120,audi,a6,2017,premium_unleaded_(recommended),252.0,6,automated_manual,front_wheel_drive,2,luxury,midsize,sedan,34,24,3105
11644,scion,xd,2012,regular_unleaded,128.0,6,automatic,front_wheel_drive,2,hatchback,compact,4dr_hatchback,33,27,105
7042,nissan,murano,2016,regular_unleaded,260.0,6,automatic,all_wheel_drive,2,crossover,midsize,4dr_suv,28,21,2009
4228,suzuki,esteem,2001,regular_unleaded,122.0,6,automatic,front_wheel_drive,2,,compact,wagon,30,26,481
11375,acura,vigor,1992,regular_unleaded,176.0,6,manual,front_wheel_drive,2,luxury,midsize,sedan,24,18,204
751,volvo,740,1992,regular_unleaded,114.0,6,automatic,rear_wheel_drive,2,luxury,midsize,wagon,26,18,870
11639,volvo,xc90,2017,premium_unleaded_(recommended),316.0,6,automatic,all_wheel_drive,2,"crossover,luxury,performance",large,4dr_suv,25,20,870
7849,infiniti,q60_coupe,2017,premium_unleaded_(recommended),208.0,6,automatic,rear_wheel_drive,2,luxury,midsize,coupe,30,22,190
11319,buick,verano,2017,regular_unleaded,180.0,6,automatic,front_wheel_drive,2,,midsize,sedan,31,21,155
2973,chevrolet,corvette,2015,premium_unleaded_(recommended),455.0,6,manual,rear_wheel_drive,2,high-performance,compact,coupe,29,17,1385
8735,chevrolet,s-10_blazer,1994,regular_unleaded,165.0,6,manual,four_wheel_drive,2,,midsize,4dr_suv,20,15,1385
6651,chevrolet,malibu_classic,2008,regular_unleaded,145.0,6,automatic,front_wheel_drive,2,,midsize,sedan,30,22,1385
573,fiat,500l,2015,premium_unleaded_(recommended),160.0,6,manual,front_wheel_drive,2,,compact,wagon,33,25,819
412,bmw,4_series_gran_coupe,2015,premium_unleaded_(required),240.0,6,automatic,rear_wheel_drive,2,luxury,midsize,sedan,34,23,3916
3725,ford,e-series_van,2012,flex-fuel_(unleaded/e85),255.0,6,automatic,rear_wheel_drive,2,flex_fuel,midsize,cargo_van,16,12,5657
7576,toyota,pickup,1994,regular_unleaded,116.0,6,manual,rear_wheel_drive,2,,compact,extended_cab_pickup,25,19,2031
4067,chevrolet,equinox,2016,regular_unleaded,182.0,6,automatic,all_wheel_drive,2,crossover,compact,4dr_suv,29,20,1385
9531,chevrolet,silverado_1500,2015,regular_unleaded,355.0,6,automatic,four_wheel_drive,2,,large,crew_cab_pickup,22,16,1385
5096,infiniti,g_coupe,2013,premium_unleaded_(recommended),330.0,6,automatic,rear_wheel_drive,2,"luxury,performance",midsize,coupe,27,19,190
7630,honda,pilot,2017,regular_unleaded,280.0,6,automatic,all_wheel_drive,2,crossover,midsize,4dr_suv,26,18,2202
10055,gmc,suburban,1999,regular_unleaded,255.0,6,automatic,rear_wheel_drive,2,,large,4dr_suv,17,12,549
5265,hyundai,genesis,2016,regular_unleaded,311.0,6,automatic,rear_wheel_drive,2,"luxury,performance",large,sedan,29,18,1439
6567,mercedes-benz,m-class,2013,premium_unleaded_(required),518.0,6,automatic,all_wheel_drive,2,"crossover,factory_tuner,luxury,high-performance",midsize,4dr_suv,17,13,617
1202,honda,accord_hybrid,2014,regular_unleaded,195.0,6,automatic,front_wheel_drive,2,hybrid,midsize,sedan,45,50,2202
2305,gmc,canyon,2016,regular_unleaded,200.0,6,manual,rear_wheel_drive,2,,compact,extended_cab_pickup,26,19,549
2010,porsche,boxster,2016,premium_unleaded_(required),265.0,6,manual,rear_wheel_drive,2,"luxury,high-performance",compact,convertible,30,20,1715
9753,hyundai,sonata,2017,regular_unleaded,185.0,6,automatic,front_wheel_drive,2,,midsize,sedan,36,25,1439
6666,chevrolet,malibu_maxx,2006,regular_unleaded,201.0,6,automatic,front_wheel_drive,2,hatchback,midsize,4dr_hatchback,28,20,1385
791,volvo,850,1997,regular_unleaded,168.0,6,manual,front_wheel_drive,2,luxury,midsize,wagon,26,18,870
10808,mazda,tribute,2009,regular_unleaded,171.0,6,automatic,front_wheel_drive,2,crossover,compact,4dr_suv,28,20,586
569,fiat,500,2017,premium_unleaded_(recommended),101.0,6,automatic,front_wheel_drive,2,hatchback,compact,2dr_hatchback,33,27,819
9581,chevrolet,silverado_1500,2016,regular_unleaded,355.0,6,automatic,rear_wheel_drive,2,,large,crew_cab_pickup,23,16,1385
7505,honda,passport,2001,regular_unleaded,205.0,6,manual,four_wheel_drive,2,,midsize,4dr_suv,19,15,2202
232,chrysler,300,2017,regular_unleaded,300.0,6,automatic,rear_wheel_drive,2,performance,large,sedan,30,19,1013
8302,land_rover,range_rover,2014,premium_unleaded_(required),510.0,6,automatic,four_wheel_drive,2,"luxury,high-performance",large,4dr_suv,19,13,258
3818,oldsmobile,eighty-eight_royale,1994,regular_unleaded,170.0,6,automatic,front_wheel_drive,2,,large,sedan,26,17,26
1036,audi,a3,2016,premium_unleaded_(recommended),170.0,6,automated_manual,front_wheel_drive,2,luxury,compact,sedan,33,23,3105
1773,subaru,b9_tribeca,2007,premium_unleaded_(required),245.0,6,automatic,all_wheel_drive,2,crossover,midsize,4dr_suv,21,16,640
5289,mercedes-benz,gl-class,2015,premium_unleaded_(required),550.0,6,automatic,all_wheel_drive,2,"crossover,factory_tuner,luxury,high-performance",large,4dr_suv,17,13,617
2740,chevrolet,cobalt,2008,regular_unleaded,148.0,6,manual,front_wheel_drive,2,,compact,coupe,33,24,1385
3433,dodge,dakota,2008,regular_unleaded,210.0,6,automatic,rear_wheel_drive,2,,compact,crew_cab_pickup,20,15,1851
1162,gmc,acadia,2017,regular_unleaded,194.0,6,automatic,front_wheel_drive,2,crossover,midsize,4dr_suv,26,21,549
5424,volkswagen,golf_sportwagen,2015,diesel,150.0,6,automated_manual,front_wheel_drive,2,diesel,compact,wagon,42,31,873
7874,audi,q7,2014,diesel,240.0,6,automatic,all_wheel_drive,2,"crossover,luxury,diesel",large,4dr_suv,28,19,3105
10190,toyota,tacoma,2016,regular_unleaded,278.0,6,automatic,four_wheel_drive,2,,compact,crew_cab_pickup,23,18,2031
2304,gmc,canyon,2016,regular_unleaded,200.0,6,automatic,rear_wheel_drive,2,,compact,crew_cab_pickup,27,20,549
4876,kia,forte,2016,regular_unleaded,201.0,6,manual,front_wheel_drive,2,"hatchback,performance",compact,4dr_hatchback,29,21,1720
6273,suzuki,kizashi,2011,regular_unleaded,180.0,6,automatic,all_wheel_drive,2,,midsize,sedan,29,22,481
4487,ford,f-150,2015,flex-fuel_(unleaded/e85),385.0,6,automatic,rear_wheel_drive,2,flex_fuel,large,crew_cab_pickup,22,15,5657
6639,dodge,magnum,2007,regular_unleaded,250.0,6,automatic,all_wheel_drive,2,,large,wagon,22,15,1851
7455,volkswagen,passat,2015,regular_unleaded,170.0,6,automatic,front_wheel_drive,2,,midsize,sedan,36,24,873
2205,toyota,camry_hybrid,2015,regular_unleaded,200.0,6,automatic,front_wheel_drive,2,hybrid,midsize,sedan,39,43,2031
1879,volkswagen,beetle_convertible,2016,regular_unleaded,170.0,6,automatic,front_wheel_drive,2,,compact,convertible,34,25,873
8504,honda,ridgeline,2017,regular_unleaded,280.0,6,automatic,front_wheel_drive,2,,large,crew_cab_pickup,26,19,2202
3531,aston_martin,db9,2015,premium_unleaded_(required),510.0,6,automatic,rear_wheel_drive,2,"exotic,high-performance",midsize,coupe,19,13,259
6877,lincoln,mkx,2015,regular_unleaded,305.0,6,automatic,all_wheel_drive,2,"crossover,luxury",midsize,4dr_suv,23,17,61
2098,ford,c-max_hybrid,2016,regular_unleaded,188.0,6,automatic,front_wheel_drive,2,hybrid,compact,wagon,37,42,5657
8017,mitsubishi,raider,2007,regular_unleaded,210.0,6,automatic,rear_wheel_drive,2,,compact,extended_cab_pickup,20,15,436
8256,land_rover,range_rover_evoque,2016,premium_unleaded_(recommended),240.0,6,automatic,all_wheel_drive,2,"crossover,luxury",compact,4dr_suv,30,21,258
4133,cadillac,escalade_ext,2012,flex-fuel_(premium_unleaded_recommended/e85),403.0,6,automatic,all_wheel_drive,2,"crossover,flex_fuel,luxury",large,crew_cab_pickup,18,13,1624
10174,toyota,tacoma,2015,regular_unleaded,236.0,6,automatic,four_wheel_drive,2,,compact,crew_cab_pickup,21,16,2031
530,bmw,5_series,2016,diesel,255.0,6,automatic,all_wheel_drive,2,"diesel,luxury",large,sedan,37,26,3916
325,nissan,370z,2016,premium_unleaded_(required),332.0,6,manual,rear_wheel_drive,2,high-performance,compact,convertible,24,17,2009
5152,infiniti,g37_coupe,2010,premium_unleaded_(recommended),330.0,6,automatic,rear_wheel_drive,2,"luxury,high-performance",midsize,coupe,27,19,190
7847,infiniti,q60_coupe,2017,premium_unleaded_(recommended),208.0,6,automatic,all_wheel_drive,2,luxury,midsize,coupe,28,21,190
7878,audi,q7,2014,diesel,240.0,6,automatic,all_wheel_drive,2,"crossover,luxury,diesel",large,4dr_suv,28,19,3105
1386,bmw,alpina_b6_gran_coupe,2015,premium_unleaded_(required),540.0,6,automatic,all_wheel_drive,2,"factory_tuner,luxury,high-performance",large,sedan,24,16,3916
10739,chevrolet,traverse,2015,regular_unleaded,288.0,6,automatic,all_wheel_drive,2,crossover,midsize,4dr_suv,23,16,1385
4967,nissan,frontier,2015,regular_unleaded,261.0,6,manual,rear_wheel_drive,2,,compact,crew_cab_pickup,22,16,2009
3942,buick,encore,2015,regular_unleaded,138.0,6,automatic,all_wheel_drive,2,crossover,compact,4dr_suv,30,23,155
1945,volkswagen,beetle,2016,regular_unleaded,170.0,6,manual,front_wheel_drive,2,hatchback,compact,2dr_hatchback,34,24,873
8268,land_rover,range_rover_evoque,2017,premium_unleaded_(recommended),240.0,6,automatic,all_wheel_drive,2,"crossover,luxury",compact,4dr_suv,29,21,258
11642,scion,xd,2012,regular_unleaded,128.0,6,automatic,front_wheel_drive,2,hatchback,compact,4dr_hatchback,33,27,105
3732,ford,e-series_van,2014,flex-fuel_(unleaded/e85),225.0,6,automatic,rear_wheel_drive,2,flex_fuel,midsize,cargo_van,16,13,5657
2537,honda,civic_del_sol,1996,regular_unleaded,106.0,6,manual,front_wheel_drive,2,,compact,coupe,35,29,2202
5657,volkswagen,gti,2013,premium_unleaded_(recommended),200.0,6,automated_manual,front_wheel_drive,2,"hatchback,performance",compact,2dr_hatchback,33,24,873
2314,chevrolet,caprice,1995,regular_unleaded,200.0,6,automatic,rear_wheel_drive,2,,large,sedan,24,16,1385
1691,mazda,b-series_pickup,1998,regular_unleaded,150.0,6,manual,four_wheel_drive,2,,compact,regular_cab_pickup,20,15,586
3016,chevrolet,corvette,2017,premium_unleaded_(recommended),455.0,6,manual,rear_wheel_drive,2,high-performance,compact,convertible,25,16,1385
1302,suzuki,aerio,2005,regular_unleaded,155.0,6,manual,front_wheel_drive,2,,compact,wagon,28,22,481
2242,toyota,camry_solara,2008,regular_unleaded,210.0,6,automatic,front_wheel_drive,2,,midsize,convertible,26,18,2031
1495,cadillac,ats_coupe,2015,premium_unleaded_(recommended),272.0,6,automatic,rear_wheel_drive,2,"luxury,performance",compact,coupe,31,21,1624
3388,mazda,cx-7,2011,regular_unleaded,161.0,6,automatic,front_wheel_drive,2,crossover,midsize,4dr_suv,28,20,586
8765,chevrolet,s-10,2002,regular_unleaded,190.0,6,automatic,rear_wheel_drive,2,performance,compact,regular_cab_pickup,20,15,1385
6084,volkswagen,jetta_sportwagen,2014,regular_unleaded,170.0,6,automatic,front_wheel_drive,2,,compact,wagon,30,23,873
7789,infiniti,q50,2016,premium_unleaded_(required),300.0,6,automatic,rear_wheel_drive,2,"luxury,performance",midsize,sedan,29,19,190
8736,chevrolet,s-10_blazer,1994,regular_unleaded,165.0,6,manual,rear_wheel_drive,2,,midsize,4dr_suv,20,15,1385
2339,porsche,carrera_gt,2004,premium_unleaded_(required),605.0,6,manual,rear_wheel_drive,2,"exotic,luxury,high-performance",compact,convertible,15,9,1715
1687,mazda,b-series_pickup,1998,regular_unleaded,119.0,6,manual,rear_wheel_drive,2,,compact,extended_cab_pickup,24,19,586
496,toyota,4runner,2016,regular_unleaded,270.0,6,automatic,rear_wheel_drive,2,,midsize,4dr_suv,22,17,2031
2008,porsche,boxster,2016,premium_unleaded_(required),330.0,6,manual,rear_wheel_drive,2,"luxury,high-performance",compact,convertible,26,19,1715
1715,mazda,b-series_pickup,2000,regular_unleaded,160.0,6,manual,four_wheel_drive,2,,compact,extended_cab_pickup,19,15,586
5156,infiniti,g37_sedan,2010,premium_unleaded_(recommended),328.0,6,automatic,all_wheel_drive,2,luxury,midsize,sedan,25,18,190
8881,audi,s5,2017,premium_unleaded_(required),333.0,6,manual,all_wheel_drive,2,"factory_tuner,luxury,high-performance",midsize,coupe,26,17,3105
8483,suzuki,reno,2008,regular_unleaded,127.0,6,manual,front_wheel_drive,2,hatchback,compact,4dr_hatchback,28,20,481
9218,toyota,sienna,2015,regular_unleaded,266.0,6,automatic,front_wheel_drive,2,,large,passenger_minivan,25,18,2031
3761,toyota,echo,2003,regular_unleaded,108.0,6,automatic,front_wheel_drive,2,,compact,coupe,36,28,2031
8095,dodge,ram_250,1992,regular_unleaded,230.0,6,manual,four_wheel_drive,2,,large,extended_cab_pickup,15,12,1851
301,ferrari,360,2003,premium_unleaded_(required),400.0,6,automated_manual,rear_wheel_drive,2,"exotic,high-performance",compact,convertible,15,10,2774
374,mazda,3,2015,regular_unleaded,184.0,6,manual,front_wheel_drive,2,"hatchback,performance",compact,4dr_hatchback,35,26,586
11451,subaru,wrx,2015,premium_unleaded_(required),305.0,6,manual,all_wheel_drive,2,"factory_tuner,high-performance",compact,sedan,23,17,640
7616,honda,pilot,2016,regular_unleaded,280.0,6,automatic,front_wheel_drive,2,crossover,midsize,4dr_suv,27,19,2202
11093,aston_martin,v12_vanquish,2005,premium_unleaded_(required),460.0,6,automated_manual,rear_wheel_drive,2,"exotic,high-performance",compact,coupe,16,10,259
1342,ford,aerostar,1997,regular_unleaded,140.0,6,automatic,rear_wheel_drive,2,,midsize,passenger_minivan,22,15,5657
9833,kia,sorento,2016,regular_unleaded,240.0,6,automatic,front_wheel_drive,2,crossover,midsize,4dr_suv,27,20,1720
9423,oldsmobile,silhouette,2003,regular_unleaded,185.0,6,automatic,all_wheel_drive,2,,midsize,passenger_minivan,22,16,26
4640,ford,f-250,1999,regular_unleaded,220.0,6,automatic,rear_wheel_drive,2,,large,extended_cab_pickup,17,12,5657
6009,volkswagen,jetta_gli,2013,premium_unleaded_(recommended),210.0,6,automated_manual,front_wheel_drive,2,performance,midsize,sedan,32,24,873
7322,kia,optima,2015,regular_unleaded,192.0,6,automatic,front_wheel_drive,2,,midsize,sedan,34,23,1720
1883,volkswagen,beetle,2015,regular_unleaded,170.0,6,automatic,front_wheel_drive,2,hatchback,compact,2dr_hatchback,33,25,873
669,bmw,6_series,2017,premium_unleaded_(required),445.0,6,automatic,all_wheel_drive,2,"luxury,high-performance",midsize,convertible,24,15,3916
8992,hyundai,santa_fe,2016,regular_unleaded,290.0,6,automatic,front_wheel_drive,2,crossover,midsize,4dr_suv,25,18,1439
11659,suzuki,xl-7,2004,regular_unleaded,185.0,6,automatic,rear_wheel_drive,2,,midsize,4dr_suv,21,16,481
10199,toyota,tacoma,2016,regular_unleaded,278.0,6,automatic,rear_wheel_drive,2,,compact,crew_cab_pickup,24,19,2031
3810,ford,edge,2017,premium_unleaded_(recommended),245.0,6,automatic,all_wheel_drive,2,crossover,midsize,4dr_suv,27,20,5657
602,mercedes-benz,560-class,1991,regular_unleaded,238.0,6,automatic,rear_wheel_drive,2,luxury,large,coupe,16,12,617
7858,infiniti,q70,2015,premium_unleaded_(required),416.0,6,automatic,all_wheel_drive,2,"luxury,high-performance",large,sedan,23,16,190
7214,volkswagen,new_beetle,2010,regular_unleaded,150.0,6,automatic,front_wheel_drive,2,,compact,convertible,28,20,873
8902,volvo,s60,2016,regular_unleaded,240.0,6,automatic,front_wheel_drive,2,"luxury,performance",midsize,sedan,38,26,870
6619,bmw,m6_gran_coupe,2017,premium_unleaded_(required),560.0,6,automated_manual,rear_wheel_drive,2,"factory_tuner,luxury,high-performance",large,sedan,20,14,3916
8672,lexus,rx_350,2015,regular_unleaded,270.0,6,automatic,all_wheel_drive,2,"crossover,luxury",midsize,4dr_suv,26,18,454
3929,buick,enclave,2016,regular_unleaded,288.0,6,automatic,all_wheel_drive,2,crossover,midsize,4dr_suv,22,15,155
8463,oldsmobile,regency,1997,regular_unleaded,205.0,6,automatic,front_wheel_drive,2,,large,sedan,26,17,26
6990,mitsubishi,montero_sport,2003,regular_unleaded,197.0,6,automatic,rear_wheel_drive,2,,midsize,4dr_suv,20,15,436
9152,dodge,shadow,1992,regular_unleaded,93.0,6,manual,front_wheel_drive,2,hatchback,compact,4dr_hatchback,29,23,1851
5481,pontiac,grand_am,2004,regular_unleaded,170.0,6,automatic,front_wheel_drive,2,,midsize,sedan,27,18,210
